"Justice High Charter School","Lafayette","CO","justice-high-charter-school-lafayette-co","1"
"Justin F Kimball H S","Dallas","TX","justin-f-kimball-h-s-dallas-tx","1"
"Justin-Siena","Napa","CA","justin-siena-napa-ca","1"
"Juvenile Care Center","Midland","MI","juvenile-care-center-midland-mi","1"
"Juvenile Ctr.","Bloomfield","MO","juvenile-ctr-bloomfield-mo","1"
"Juvenile Detent Ctr","Richmond","TX","juvenile-detent-ctr-richmond-tx","1"
"Juvenile Detent Ctr","Longview","TX","juvenile-detent-ctr-longview-tx","1"
"Juvenile Detent Ctr","Lufkin","TX","juvenile-detent-ctr-lufkin-tx","1"
"Juvenile Detent Ctr","San Antonio","TX","juvenile-detent-ctr-san-antonio-tx","1"
"Juvenile Detention","Orlando","FL","juvenile-detention-orlando-fl","1"
"Juvenile Detention","Las Vegas","NV","juvenile-detention-las-vegas-nv","1"
"Juvenile Detention","Stevens Point","WI","juvenile-detention-stevens-point-wi","1"
"Juvenile Detention Center","Bradenton","FL","juvenile-detention-center-bradenton-fl","1"
"Juvenile Detention Center","San Antonio","FL","juvenile-detention-center-san-antonio-fl","1"
"Juvenile Detention Center","Urbana","IL","juvenile-detention-center-urbana-il","1"
"Juvenile Detention Center","Abilene","TX","juvenile-detention-center-abilene-tx","1"
"Juvenile Detention Center","Seguin","TX","juvenile-detention-center-seguin-tx","1"
"Juvenile Detention Center","Yakima","WA","juvenile-detention-center-yakima-wa","1"
"Juvenile Detention Ctr","Conroe","TX","juvenile-detention-ctr-conroe-tx","1"
"Juvenile Detention Ctr","Edinburg","TX","juvenile-detention-ctr-edinburg-tx","1"
"Juvenile Detention Ctr","Sinton","TX","juvenile-detention-ctr-sinton-tx","1"
"Juvenile Detention Ctr.","Farmington","MO","juvenile-detention-ctr-farmington-mo","1"
"Juvenile Detention Ctr.","Hillsboro","MO","juvenile-detention-ctr-hillsboro-mo","1"
"Juvenile Detention Ctr.","Clayton","MO","juvenile-detention-ctr-clayton-mo","1"
"Juvenile Detention Education Program","Flagstaff","AZ","juvenile-detention-education-program-flagstaff-az","1"
"Juvenile Hall (Endeavor/Voyager Secondary)","Madera","CA","juvenile-hall-endeavor-voyager-secondary-madera-ca","1"
"Juvenile Justice Aep","Dallas","TX","juvenile-justice-aep-dallas-tx","1"
"Juvenile Justice Alternative","Cleburne","TX","juvenile-justice-alternative-cleburne-tx","1"
"Juvenile Justice Alternative Ed Program","Fort Worth","TX","juvenile-justice-alternative-ed-program-fort-worth-tx","1"
"Juvenile Justice Alternative Ed Program/Venus","Venus","TX","juvenile-justice-alternative-ed-program-venus-venus-tx","1"
"Juvenile Justice Center","South Bend","IN","juvenile-justice-center-south-bend-in","1"
"Juvenile Justice Center Alt Ed","Miami","FL","juvenile-justice-center-alt-ed-miami-fl","1"
"Juvenile Justice Ctr.","Columbia","MO","juvenile-justice-ctr-columbia-mo","1"
"Juvenile Justice Ctr.","Camdenton","MO","juvenile-justice-ctr-camdenton-mo","1"
"Juvenile Justice Ctr.","Liberty","MO","juvenile-justice-ctr-liberty-mo","1"
"Juvenile Justice Ctr.","Springfield","MO","juvenile-justice-ctr-springfield-mo","1"
"Juvenile Offenders Program","Orlando","FL","juvenile-offenders-program-orlando-fl","1"
"Juvenile Service Center","Saint Paul","MN","juvenile-service-center-saint-paul-mn","1"
"Juvenile Services Center","Noblesville","IN","juvenile-services-center-noblesville-in","1"
"Juvenile Services Center","West Olive","MI","juvenile-services-center-west-olive-mi","1"
"Juvenille Justice Alternative Program","Laredo","TX","juvenille-justice-alternative-program-laredo-tx","1"
"Jw Hallahan Catholic Girls' High School","Philadelphia","PA","jw-hallahan-catholic-girls-high-school-philadelphia-pa","1"
"Jw Sexton High School","Lansing","MI","jw-sexton-high-school-lansing-mi","1"
"K C J D C","Kerrville","TX","k-c-j-d-c-kerrville-tx","1"
"K-12 Ellensburg Learning Center","Ellensburg","WA","k-12-ellensburg-learning-center-ellensburg-wa","1"
"K-8 Flva Virtual School Continuity Program","Riviera Beach","FL","k-8-flva-virtual-school-continuity-program-riviera-beach-fl","1"
"K.A.S.A. (Knowledge and Success Academy)","Baltimore","MD","k-a-s-a-knowledge-and-success-academy-baltimore-md","1"
"K12 International Academy","Herndon","VA","k12-international-academy-herndon-va","1"
"Ka Umeke Kaeo - Pcs","Hilo","HI","ka-umeke-kaeo-pcs-hilo-hi","1"
"Kachemak Selo School","Kachemak","AK","kachemak-selo-school-kachemak-ak","1"
"Kadoka Area High School - 01","Kadoka","SD","kadoka-area-high-school-01-kadoka-sd","1"
"Kahlotus Elem & High","Kahlotus","WA","kahlotus-elem-high-kahlotus-wa","1"
"Kahuku High & Intermediate School","Kahuku","HI","kahuku-high-intermediate-school-kahuku-hi","1"
"Kailua High School","Kailua","HI","kailua-high-school-kailua-hi","1"
"Kaimuki Christian School","Honolulu","HI","kaimuki-christian-school-honolulu-hi","1"
"Kaimuki High School","Honolulu","HI","kaimuki-high-school-honolulu-hi","1"
"Kairos Academy","West Valley City","UT","kairos-academy-west-valley-city-ut","1"
"Kaizen Education Foundation Dba El Dorado High School","Chandler","AZ","kaizen-education-foundation-dba-el-dorado-high-school-chandler-az","1"
"Kaizen Education Foundation Dba Maya High School","Phoenix","AZ","kaizen-education-foundation-dba-maya-high-school-phoenix-az","1"
"Kaizen Education Foundation Dba Quest High School","Phoenix","AZ","kaizen-education-foundation-dba-quest-high-school-phoenix-az","1"
"Kaizen Education Foundation Dba Summit High School","Phoenix","AZ","kaizen-education-foundation-dba-summit-high-school-phoenix-az","1"
"Kake Elementary & High School","Kake","AK","kake-elementary-high-school-kake-ak","1"
"Kalaheo High School","Kailua","HI","kalaheo-high-school-kailua-hi","1"
"Kalama Jr Sr High","Kalama","WA","kalama-jr-sr-high-kalama-wa","1"
"Kalamazoo Adult Education","Kalamazoo","MI","kalamazoo-adult-education-kalamazoo-mi","1"
"Kalamazoo Area Math and Science Center","Kalamazoo","MI","kalamazoo-area-math-and-science-center-kalamazoo-mi","1"
"Kalamazoo Central High School","Kalamazoo","MI","kalamazoo-central-high-school-kalamazoo-mi","1"
"Kalamazoo Covenant Academy","Kalamazoo","MI","kalamazoo-covenant-academy-kalamazoo-mi","1"
"Kalamazoo Innovative Learning Program","Kalamazoo","MI","kalamazoo-innovative-learning-program-kalamazoo-mi","1"
"Kalamazoo Resa West Campusyoung Adult Program","Kalamazoo","MI","kalamazoo-resa-west-campusyoung-adult-program-kalamazoo-mi","1"
"Kalamazoo Sda Junior Academy","Kalamazoo","MI","kalamazoo-sda-junior-academy-kalamazoo-mi","1"
"Kalani High School","Honolulu","HI","kalani-high-school-honolulu-hi","1"
"Kalapuya High School","Eugene","OR","kalapuya-high-school-eugene-or","1"
"Kaleidoscope Charter High School","Otsego","MN","kaleidoscope-charter-high-school-otsego-mn","1"
"Kaleidoscope School of Discovery","Panama City","FL","kaleidoscope-school-of-discovery-panama-city-fl","1"
"Kali School","Point Lay","AK","kali-school-point-lay-ak","1"
"Kalida High School","Kalida","OH","kalida-high-school-kalida-oh","1"
"Kalkaska Alternative Program","Kalkaska","MI","kalkaska-alternative-program-kalkaska-mi","1"
"Kalkaska High School","Kalkaska","MI","kalkaska-high-school-kalkaska-mi","1"
"Kalles Junior High","Puyallup","WA","kalles-junior-high-puyallup-wa","1"
"Kaltag School","Kaltag","AK","kaltag-school-kaltag-ak","1"
"Kamaile Academy Pcs","Waianae","HI","kamaile-academy-pcs-waianae-hi","1"
"Kamehameha Schools Kapalama Campus","Honolulu","HI","kamehameha-schools-kapalama-campus-honolulu-hi","1"
"Kamehameha Schools Maui","Makawao","HI","kamehameha-schools-maui-makawao-hi","1"
"Kamiah High School","Kamiah","ID","kamiah-high-school-kamiah-id","1"
"Kamiak High School","Mukilteo","WA","kamiak-high-school-mukilteo-wa","1"
"Kamiakin High School","Kennewick","WA","kamiakin-high-school-kennewick-wa","1"
"Kanab High","Kanab","UT","kanab-high-kanab-ut","1"
"Kane Area Hs","Kane","PA","kane-area-hs-kane-pa","1"
"Kaneland Senior High School","Maple Park","IL","kaneland-senior-high-school-maple-park-il","1"
"Kankakee High School","Kankakee","IL","kankakee-high-school-kankakee-il","1"
"Kankakee Trinity Academy","Kankakee","IL","kankakee-trinity-academy-kankakee-il","1"
"Kankakee Valley High School","Wheatfield","IN","kankakee-valley-high-school-wheatfield-in","1"
"Kanner Learning Center","West Chester","PA","kanner-learning-center-west-chester-pa","1"
"Kansas City Academy","Kansas City","MO","kansas-city-academy-kansas-city-mo","1"
"Kansas City Christian School","Prairie Village","KS","kansas-city-christian-school-prairie-village-ks","1"
"Kansas Connections Academy","Elkhart","KS","kansas-connections-academy-elkhart-ks","1"
"Kansas High School","Kansas","IL","kansas-high-school-kansas-il","1"
"Kansas Hs","Kansas","OK","kansas-hs-kansas-ok","1"
"Kanu O Ka Aina - New Century Pcs","Kamuela","HI","kanu-o-ka-aina-new-century-pcs-kamuela-hi","1"
"Kanuikapono Learning Center","Anahola","HI","kanuikapono-learning-center-anahola-hi","1"
"Kapaa High School","Kapaa","HI","kapaa-high-school-kapaa-hi","1"
"Kapaun Mt Carmel Catholic High School","Wichita","KS","kapaun-mt-carmel-catholic-high-school-wichita-ks","1"
"Kaplan Career Academy","New Windsor","NY","kaplan-career-academy-new-windsor-ny","1"
"Kaplan High School","Kaplan","LA","kaplan-high-school-kaplan-la","1"
"Kapolei Charter School by Goodwill Hawaii","Kapolei","HI","kapolei-charter-school-by-goodwill-hawaii-kapolei-hi","1"
"Kapolei High School","Kapolei","HI","kapolei-high-school-kapolei-hi","1"
"Karen M. Siegel Academy","Lake Alfred","FL","karen-m-siegel-academy-lake-alfred-fl","1"
"Karen Wagner H S","San Antonio","TX","karen-wagner-h-s-san-antonio-tx","1"
"Karl G. Maeser Preparatory Academy","Lindon","UT","karl-g-maeser-preparatory-academy-lindon-ut","1"
"Karl Richter Campus","Holly","MI","karl-richter-campus-holly-mi","1"
"Karluk School","Karluk","AK","karluk-school-karluk-ak","1"
"Karnes City H S","Karnes City","TX","karnes-city-h-s-karnes-city-tx","1"
"Karns City Hs","Karns City","PA","karns-city-hs-karns-city-pa","1"
"Karns High School","Knoxville","TN","karns-high-school-knoxville-tn","1"
"Karns Middle School","Knoxville","TN","karns-middle-school-knoxville-tn","1"
"Karval Junior-Senior High School","Karval","CO","karval-junior-senior-high-school-karval-co","1"
"Kashmere H S","Houston","TX","kashmere-h-s-houston-tx","1"
"Kasson-Mantorville Senior High","Kasson","MN","kasson-mantorville-senior-high-kasson-mn","1"
"Katahdin Middle/High School","Stacyville","ME","katahdin-middle-high-school-stacyville-me","1"
"Kate D Smith Dar High School","Grant","AL","kate-d-smith-dar-high-school-grant-al","1"
"Katella High","Anaheim","CA","katella-high-anaheim-ca","1"
"Katherine Anne Porter School","Wimberley","TX","katherine-anne-porter-school-wimberley-tx","1"
"Kathleen Senior High School","Lakeland","FL","kathleen-senior-high-school-lakeland-fl","1"
"Kathlyn Joy Gilliam Collegiate Academy","Dallas","TX","kathlyn-joy-gilliam-collegiate-academy-dallas-tx","1"
"Kato Public Charter School","Mankato","MN","kato-public-charter-school-mankato-mn","1"
"Katy H S","Katy","TX","katy-h-s-katy-tx","1"
"Kau High & Pahala Elementary School","Pahala","HI","kau-high-pahala-elementary-school-pahala-hi","1"
"Kauai Christian Academy","Kilauea","HI","kauai-christian-academy-kilauea-hi","1"
"Kauai High School","Lihue","HI","kauai-high-school-lihue-hi","1"
"Kaufer H S","Riviera","TX","kaufer-h-s-riviera-tx","1"
"Kauffman Leadership Academy","Cleburne","TX","kauffman-leadership-academy-cleburne-tx","1"
"Kaufman Christian School","Kaufman","TX","kaufman-christian-school-kaufman-tx","1"
"Kaufman H S","Kaufman","TX","kaufman-h-s-kaufman-tx","1"
"Kaukauna High","Kaukauna","WI","kaukauna-high-kaukauna-wi","1"
"Kauri Sue Hamilton","Riverton","UT","kauri-sue-hamilton-riverton-ut","1"
"Kawaikini Ncpcs","Lihue","HI","kawaikini-ncpcs-lihue-hi","1"
"Kaweah High","Exeter","CA","kaweah-high-exeter-ca","1"
"Kaycee School","Kaycee","WY","kaycee-school-kaycee-wy","1"
"Kaysville Jr High","Kaysville","UT","kaysville-jr-high-kaysville-ut","1"
"Ke Ana Laahana - Pcs","Hilo","HI","ke-ana-laahana-pcs-hilo-hi","1"
"Ke Kula Niihau O Kekaha Learning Center - a Laboratory Pcs","Kekaha","HI","ke-kula-niihau-o-kekaha-learning-center-a-laboratory-pcs-kekaha-hi","1"
"Ke Kula O Ehunuikaimalino","Kealakekua","HI","ke-kula-o-ehunuikaimalino-kealakekua-hi","1"
"Ke Kula O Samuel M Kamakau - a Laboratory Pcs","Kaneohe","HI","ke-kula-o-samuel-m-kamakau-a-laboratory-pcs-kaneohe-hi","1"
"Keaau High School","Keaau","HI","keaau-high-school-keaau-hi","1"
"Kealakehe High School","Kailua-Kona","HI","kealakehe-high-school-kailua-kona-hi","1"
"Keansburg High School","Keansburg","NJ","keansburg-high-school-keansburg-nj","1"
"Kearney Catholic Schools","Kearney","NE","kearney-catholic-schools-kearney-ne","1"
"Kearney High School","Kearney","NE","kearney-high-school-kearney-ne","1"
"Kearney Jr. High","Kearney","MO","kearney-jr-high-kearney-mo","1"
"Kearney West High School","Kearney","NE","kearney-west-high-school-kearney-ne","1"
"Kearns Academy","High Point","NC","kearns-academy-high-point-nc","1"
"Kearns High","Kearns","UT","kearns-high-kearns-ut","1"
"Kearny Christian Academy","Kearny","NJ","kearny-christian-academy-kearny-nj","1"
"Kearny College Connections","San Diego","CA","kearny-college-connections-san-diego-ca","1"
"Kearny Digital Media & Design","San Diego","CA","kearny-digital-media-design-san-diego-ca","1"
"Kearny Eng Innov & Design","San Diego","CA","kearny-eng-innov-design-san-diego-ca","1"
"Kearny High School","Kearny","NJ","kearny-high-school-kearny-nj","1"
"Kearny Sct","San Diego","CA","kearny-sct-san-diego-ca","1"
"Kearsarge Regional High School","North Sutton","NH","kearsarge-regional-high-school-north-sutton-nh","1"
"Kearsley High School","Flint","MI","kearsley-high-school-flint-mi","1"
"Kec Central Efe 170","Malta","IL","kec-central-efe-170-malta-il","1"
"Kecoughtan High","Hampton","VA","kecoughtan-high-hampton-va","1"
"Kee High School","Lansing","IA","kee-high-school-lansing-ia","1"
"Keene Central School","Keene Valley","NY","keene-central-school-keene-valley-ny","1"
"Keene H S","Keene","TX","keene-h-s-keene-tx","1"
"Keene High School","Keene","NH","keene-high-school-keene-nh","1"
"Kehillah Jewish High School","Palo Alto","CA","kehillah-jewish-high-school-palo-alto-ca","1"
"Keifer Academy","Springfield","OH","keifer-academy-springfield-oh","1"
"Keio Academy of New York","Purchase","NY","keio-academy-of-new-york-purchase-ny","1"
"Keith B. Bright High (Juvenile Hall)","Bishop","CA","keith-b-bright-high-juvenile-hall-bishop-ca","1"
"Keith Bovenschen School","Warren","MI","keith-bovenschen-school-warren-mi","1"
"Keith Country Day School","Rockford","IL","keith-country-day-school-rockford-il","1"
"Keith Mccarthy Academy","Lake Elsinore","CA","keith-mccarthy-academy-lake-elsinore-ca","1"
"Keith Middlehigh School","Orrville","AL","keith-middlehigh-school-orrville-al","1"
"Kell High School","Marietta","GA","kell-high-school-marietta-ga","1"
"Kellenberg Memorial High School","Uniondale","NY","kellenberg-memorial-high-school-uniondale-ny","1"
"Keller H S","Keller","TX","keller-h-s-keller-tx","1"
"Kelliher Secondary","Kelliher","MN","kelliher-secondary-kelliher-mn","1"
"Kellogg High School","Kellogg","ID","kellogg-high-school-kellogg-id","1"
"Kelloggsville High School","Wyoming","MI","kelloggsville-high-school-wyoming-mi","1"
"Kelly","Phoenix","AZ","kelly-phoenix-az","1"
"Kelly High School","Chicago","IL","kelly-high-school-chicago-il","1"
"Kelly Walsh High School","Casper","WY","kelly-walsh-high-school-casper-wy","1"
"Kellyville Hs","Kellyville","OK","kellyville-hs-kellyville-ok","1"
"Kelseyville Community Day","Kelseyville","CA","kelseyville-community-day-kelseyville-ca","1"
"Kelseyville High","Kelseyville","CA","kelseyville-high-kelseyville-ca","1"
"Kelso High School","Kelso","WA","kelso-high-school-kelso-wa","1"
"Kelso Virtual Academy","Kelso","WA","kelso-virtual-academy-kelso-wa","1"
"Kelton School","Wheeler","TX","kelton-school-wheeler-tx","1"
"Kelvyn Park High School","Chicago","IL","kelvyn-park-high-school-chicago-il","1"
"Kemmerer Junior Senior High School","Kemmerer","WY","kemmerer-junior-senior-high-school-kemmerer-wy","1"
"Kemmerer Village School","Assumption","IL","kemmerer-village-school-assumption-il","1"
"Kemp Alternative","Kemp","TX","kemp-alternative-kemp-tx","1"
"Kemp H S","Kemp","TX","kemp-h-s-kemp-tx","1"
"Kemper County High School","Dekalb","MS","kemper-county-high-school-dekalb-ms","1"
"Kempner H S","Sugar Land","TX","kempner-h-s-sugar-land-tx","1"
"Kempsville Center for Behavioral Health","Norfolk","VA","kempsville-center-for-behavioral-health-norfolk-va","1"
"Kempsville High","Virginia Beach","VA","kempsville-high-virginia-beach-va","1"
"Ken 'Chief' Hill Learning Academy","Chandler","AZ","ken-chief-hill-learning-academy-chandler-az","1"
"Kenai Alternative High School","Kenai","AK","kenai-alternative-high-school-kenai-ak","1"
"Kenai Central High School","Kenai","AK","kenai-central-high-school-kenai-ak","1"
"Kendall Junior-Senior High School","Kendall","NY","kendall-junior-senior-high-school-kendall-ny","1"
"Kendrick High School","Columbus","GA","kendrick-high-school-columbus-ga","1"
"Kendrick Jr/Sr High School","Kendrick","ID","kendrick-jr-sr-high-school-kendrick-id","1"
"Kenedy H S","Kenedy","TX","kenedy-h-s-kenedy-tx","1"
"Kenesaw Secondary School","Kenesaw","NE","kenesaw-secondary-school-kenesaw-ne","1"
"Kenmare High School","Kenmare","ND","kenmare-high-school-kenmare-nd","1"
"Kenmare Hs","Jersey City","NJ","kenmare-hs-jersey-city-nj","1"
"Kenmore East Senior High School","Tonawanda","NY","kenmore-east-senior-high-school-tonawanda-ny","1"
"Kenmore West Senior High School","Buffalo","NY","kenmore-west-senior-high-school-buffalo-ny","1"
"Kenmore/Garfield High School","Akron","OH","kenmore-garfield-high-school-akron-oh","1"
"Kennard H S","Kennard","TX","kennard-h-s-kennard-tx","1"
"Kennard-Dale Hs","Fawn Grove","PA","kennard-dale-hs-fawn-grove-pa","1"
"Kennebunk High School","Kennebunk","ME","kennebunk-high-school-kennebunk-me","1"
"Kennedale Alter Ed Prog","Kennedale","TX","kennedale-alter-ed-prog-kennedale-tx","1"
"Kennedale H S","Kennedale","TX","kennedale-h-s-kennedale-tx","1"
"Kennedy Center","Pontiac","MI","kennedy-center-pontiac-mi","1"
"Kennedy High School","Chicago","IL","kennedy-high-school-chicago-il","1"
"Kennedy High School","Fergus Falls","MN","kennedy-high-school-fergus-falls-mn","1"
"Kennedy Krieger at Southern High School","Harwood","MD","kennedy-krieger-at-southern-high-school-harwood-md","1"
"Kennedy Krieger School","Rockville","MD","kennedy-krieger-school-rockville-md","1"
"Kennedy Krieger School Greenspring Campus","Baltimore","MD","kennedy-krieger-school-greenspring-campus-baltimore-md","1"
"Kennedy Learning Center","Southfield","MI","kennedy-learning-center-southfield-mi","1"
"Kennedy Senior High","Bloomington","MN","kennedy-senior-high-bloomington-mn","1"
"Kennedy-Donovan Center School","New Bedford","MA","kennedy-donovan-center-school-new-bedford-ma","1"
"Kenner Discovery Health Sciences Academy","Kenner","LA","kenner-discovery-health-sciences-academy-kenner-la","1"
"Kennesaw Mountain High School","Kennesaw","GA","kennesaw-mountain-high-school-kennesaw-ga","1"
"Kenneth Burdett School","Ogden","UT","kenneth-burdett-school-ogden-ut","1"
"Kenneth D Bailey Academy","Danville","IL","kenneth-d-bailey-academy-danville-il","1"
"Kennett Career Tech. Ctr.","Kennett","MO","kennett-career-tech-ctr-kennett-mo","1"
"Kennett Christian Academy","Kennett","MO","kennett-christian-academy-kennett-mo","1"
"Kennett High","Kennett","MO","kennett-high-kennett-mo","1"
"Kennett High School","North Conway","NH","kennett-high-school-north-conway-nh","1"
"Kennett Hs","Kennett Square","PA","kennett-hs-kennett-square-pa","1"
"Kennewick High School","Kennewick","WA","kennewick-high-school-kennewick-wa","1"
"Kenny Lake School","Copper Center","AK","kenny-lake-school-copper-center-ak","1"
"Kenosha Eschool K-12","Kenosha","WI","kenosha-eschool-k-12-kenosha-wi","1"
"Kenosha Pike School","Kenosha","WI","kenosha-pike-school-kenosha-wi","1"
"Kenowa Hills High School","Grand Rapids","MI","kenowa-hills-high-school-grand-rapids-mi","1"
"Kenowa Hills Pathways High School","Grand Rapids","MI","kenowa-hills-pathways-high-school-grand-rapids-mi","1"
"Kensington Creative & Performing Arts Hs","Philadelphia","PA","kensington-creative-performing-arts-hs-philadelphia-pa","1"
"Kensington Health Sciences","Philadelphia","PA","kensington-health-sciences-philadelphia-pa","1"
"Kensington Hs","Philadelphia","PA","kensington-hs-philadelphia-pa","1"
"Kensington Woods Schools","Lakeland","MI","kensington-woods-schools-lakeland-mi","1"
"Kenston Forest School","Blackstone","VA","kenston-forest-school-blackstone-va","1"
"Kenston High School","Chagrin Falls","OH","kenston-high-school-chagrin-falls-oh","1"
"Kent Career Tech Center","Grand Rapids","MI","kent-career-tech-center-grand-rapids-mi","1"
"Kent City Alternative High School","Kent City","MI","kent-city-alternative-high-school-kent-city-mi","1"
"Kent City High School","Kent City","MI","kent-city-high-school-kent-city-mi","1"
"Kent City Middle School","Kent City","MI","kent-city-middle-school-kent-city-mi","1"
"Kent County High","Worton","MD","kent-county-high-worton-md","1"
"Kent County Secondary Ilc","Dover","DE","kent-county-secondary-ilc-dover-de","1"
"Kent Denver School","Englewood","CO","kent-denver-school-englewood-co","1"
"Kent Education Centerbeltline","Grand Rapids","MI","kent-education-centerbeltline-grand-rapids-mi","1"
"Kent Innovation High School","Grand Rapids","MI","kent-innovation-high-school-grand-rapids-mi","1"
"Kent Island High School","Stevensville","MD","kent-island-high-school-stevensville-md","1"
"Kent Mountain View Academy","Des Moines","WA","kent-mountain-view-academy-des-moines-wa","1"
"Kent Phoenix Academy","Kent","WA","kent-phoenix-academy-kent-wa","1"
"Kent Place School","Summit","NJ","kent-place-school-summit-nj","1"
"Kent School","Kent","CT","kent-school-kent-ct","1"
"Kent Vocational Options","Grand Rapids","MI","kent-vocational-options-grand-rapids-mi","1"
"Kent-Meridian High School","Kent","WA","kent-meridian-high-school-kent-wa","1"
"Kentlake High School","Kent","WA","kentlake-high-school-kent-wa","1"
"Kenton High School","Kenton","OH","kenton-high-school-kenton-oh","1"
"Kenton Ridge High School","Springfield","OH","kenton-ridge-high-school-springfield-oh","1"
"Kentridge High School","Kent","WA","kentridge-high-school-kent-wa","1"
"Kents Hill School","Kents Hill","ME","kents-hill-school-kents-hill-me","1"
"Kentucky Country Day School","Louisville","KY","kentucky-country-day-school-louisville-ky","1"
"Kentucky School for the Blind","Louisville","KY","kentucky-school-for-the-blind-louisville-ky","1"
"Kentucky School for the Deaf","Danville","KY","kentucky-school-for-the-deaf-danville-ky","1"
"Kentwood High Magnet School","Kentwood","LA","kentwood-high-magnet-school-kentwood-la","1"
"Kentwood High School","Covington","WA","kentwood-high-school-covington-wa","1"
"Kentwood Preparatory School","Lantana","FL","kentwood-preparatory-school-lantana-fl","1"
"Kenwood Academy High School","Chicago","IL","kenwood-academy-high-school-chicago-il","1"
"Kenwood High","Clarksville","TN","kenwood-high-clarksville-tn","1"
"Kenwood High Ib and Sports Science","Baltimore","MD","kenwood-high-ib-and-sports-science-baltimore-md","1"
"Kenyon-Wanamingo Alternative Prog","Kenyon","MN","kenyon-wanamingo-alternative-prog-kenyon-mn","1"
"Kenyon-Wanamingo High School Credit","Kenyon","MN","kenyon-wanamingo-high-school-credit-kenyon-mn","1"
"Kenyon-Wanamingo Senior High","Kenyon","MN","kenyon-wanamingo-senior-high-kenyon-mn","1"
"Keokuk Christian Academy","Keokuk","IA","keokuk-christian-academy-keokuk-ia","1"
"Keokuk High School","Keokuk","IA","keokuk-high-school-keokuk-ia","1"
"Keota High School","Keota","IA","keota-high-school-keota-ia","1"
"Keota Hs","Keota","OK","keota-hs-keota-ok","1"
"Keough Memorial Academy","Bellingham","MA","keough-memorial-academy-bellingham-ma","1"
"Kerens School","Kerens","TX","kerens-school-kerens-tx","1"
"Kerkhoven Secondary","Kerkhoven","MN","kerkhoven-secondary-kerkhoven-mn","1"
"Kerman High","Kerman","CA","kerman-high-kerman-ca","1"
"Kermit H S","Kermit","TX","kermit-h-s-kermit-tx","1"
"Kern County Community","Bakersfield","CA","kern-county-community-bakersfield-ca","1"
"Kern County Juvenile Court","Bakersfield","CA","kern-county-juvenile-court-bakersfield-ca","1"
"Kern County Rop","Mojave","CA","kern-county-rop-mojave-ca","1"
"Kern County Special Education","Bakersfield","CA","kern-county-special-education-bakersfield-ca","1"
"Kern High Roc","Bakersfield","CA","kern-high-roc-bakersfield-ca","1"
"Kern Valley High","Lake Isabella","CA","kern-valley-high-lake-isabella-ca","1"
"Kern Workforce 2000 Academy","Bakersfield","CA","kern-workforce-2000-academy-bakersfield-ca","1"
"Kerr H S","Houston","TX","kerr-h-s-houston-tx","1"
"Kerr-Vance Academy","Henderson","NC","kerr-vance-academy-henderson-nc","1"
"Kerrville Disciplinary Alternative School","Kerrville","TX","kerrville-disciplinary-alternative-school-kerrville-tx","1"
"Keshet","Northbrook","IL","keshet-northbrook-il","1"
"Keswick Christian School","St Petersburg","FL","keswick-christian-school-st-petersburg-fl","1"
"Ket'acik/Aapalluk Memorial School","Kwethluk","AK","ket-acik-aapalluk-memorial-school-kwethluk-ak","1"
"Ketchikan High School","Ketchikan","AK","ketchikan-high-school-ketchikan-ak","1"
"Ketchum Adventist Academy","Langley","OK","ketchum-adventist-academy-langley-ok","1"
"Ketchum Grande School of the Charton School","Burnt Hills","NY","ketchum-grande-school-of-the-charton-school-burnt-hills-ny","1"
"Ketchum Hs","Ketchum","OK","ketchum-hs-ketchum-ok","1"
"Kettering Fairmont High School","Kettering","OH","kettering-fairmont-high-school-kettering-oh","1"
"Kettle Falls High School","Kettle Falls","WA","kettle-falls-high-school-kettle-falls-wa","1"
"Kettle Moraine Baptist Academy","Whitewater","WI","kettle-moraine-baptist-academy-whitewater-wi","1"
"Kettle Moraine High","Wales","WI","kettle-moraine-high-wales-wi","1"
"Kettle Moraine Lutheran High School","Jackson","WI","kettle-moraine-lutheran-high-school-jackson-wi","1"
"Kettle Run High","Nokesville","VA","kettle-run-high-nokesville-va","1"
"Kewanee High School","Kewanee","IL","kewanee-high-school-kewanee-il","1"
"Kewaskum High","Kewaskum","WI","kewaskum-high-kewaskum-wi","1"
"Kewaunee High","Kewaunee","WI","kewaunee-high-kewaunee-wi","1"
"Key Center School","Springfield","VA","key-center-school-springfield-va","1"
"Key School","Annapolis","MD","key-school-annapolis-md","1"
"Key School","Fort Worth","TX","key-school-fort-worth-tx","1"
"Key West Collegiate School","Key West","FL","key-west-collegiate-school-key-west-fl","1"
"Key West High School","Key West","FL","key-west-high-school-key-west-fl","1"
"Keya Paha County High School","Springview","NE","keya-paha-county-high-school-springview-ne","1"
"Keyes Hs","Keyes","OK","keyes-hs-keyes-ok","1"
"Keyes to Learning Charter","Keyes","CA","keyes-to-learning-charter-keyes-ca","1"
"Keyport High School","Keyport","NJ","keyport-high-school-keyport-nj","1"
"Keys Acad","Harlingen","TX","keys-acad-harlingen-tx","1"
"Keys Acad","El Paso","TX","keys-acad-el-paso-tx","1"
"Keys Center","Key West","FL","keys-center-key-west-fl","1"
"Keys Gate Charter High School","Homestead","FL","keys-gate-charter-high-school-homestead-fl","1"
"Keys Grace Academy","Madison Heights","MI","keys-grace-academy-madison-heights-mi","1"
"Keys H S","Euless","TX","keys-h-s-euless-tx","1"
